freq,purpose,c_dest,quant_inc,duration,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,PER,DOM,UNK,N1-3,NR,CZ	36200298 	33439028 	37078080 	31471676 	34237876 	38692095 	35701446 	35583530 	24998821 	27986259 	33641220 	25663027 
A,PER,DOM,UNK,N1-3,NR,DE	167615290 	175945063 	161836384 	178011814 	168656004 	158998081 	165653957 	169979739 	109041635 	135543458 	137011532 	160783148 
A,PER,DOM,UNK,N1-3,NR,DK	26928655 	29541173 b	30055318 	30299877 	26815133 	22321093 	12278571 	: 	: 	: 	: 	: 
A,PER,DOM,UNK,N1-3,NR,EL	5495625 	2923276 	3581761 	3243607 	3060303 	3270170 	3502922 	2934694 	2629941 	2785092 	3712979 	3556493 
A,PER,DOM,UNK,N1-3,NR,ES	166220655 	163427930 	160529081 	160771044 b	168452946 	177239149 	177822759 	173791988 	91101502 	133118125 	158056422 	163857088 
A,PER,DOM,UNK,N1-3,NR,FI	39189392 	39005051 	36961575 	38055783 	37846876 	39209211 	37093526 	37622277 	28160267 	36923768 	32860465 	28657705 
A,PER,DOM,UNK,N1-3,NR,FR	184861260 	181954190 	184491323 	163206588 	160888964 	179119303 	172165371 	175093744 	142393266 	188553241 	209801580 	211075399 
A,PER,DOM,UNK,N1-3,NR,HR	5817978 	5731124 	5327797 	3644526 	2600601 	2481744 	2806091 	3310786 	2502134 	3027669 	2869310 	3456316 
A,PER,DOM,UNK,N1-3,NR,HU	20305731 	16457775 	17894808 	18573170 	17999573 	18161591 	17566975 	17661110 	10790049 	12198417 	15938878 	15578822 
A,PER,DOM,UNK,N1-3,NR,IE	8905635 	8751585 	9487565 	9516756 	9993138 	10362955 	11927113 	12357077 	8082662 	5956488 	14289512 	13483543 
A,PER,DOM,UNK,N1-3,NR,IT	42155530 	33327995 	36329218 b	34577378 	44060794 	41064916 	47599534 	41217546 	24683257 	24387016 	35750878 	31510518 
A,PER,DOM,UNK,N1-3,NR,LT	3283417 	3121013 	3396253 	3402998 	3161710 	3227905 	3363645 	3495470 	3020990 	4028283 	4730132 	5193499 
A,PER,DOM,UNK,N1-3,NR,LU	54737 	66854 	34234 	22350 u	20197 u	38628 	43118 	37315 	171112 	168028 	168710 	217138 
A,PER,DOM,UNK,N1-3,NR,LV	4741715 	4229386 	4115911 	3868018 	4111422 	3893632 	3581529 	3339222 	1593357 	3327750 	3841544 	3956023 
A,PER,DOM,UNK,N1-3,NR,ME	: 	: 	: 	: 	1089867 	1178233 	: 	: 	: 	: 	: 	: 
A,PER,DOM,UNK,N1-3,NR,MK	: 	: 	: 	: 	: 	: 	: 	172619 	304450 	249107 	: 	: 
A,PER,DOM,UNK,N1-3,NR,MT	330686 	321574 	339022 b	360284 	507970 	415493 	404375 	381077 	598486 	616320 	598237 	694005 
A,PER,DOM,UNK,N1-3,NR,NL	33326859 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PER,DOM,UNK,N1-3,NR,NO	: 	13484748 	16927114 	15688166 	15870591 	16578183 	24229635 	: 	: 	26735358 	26576556 	25834678 
A,PER,DOM,UNK,N1-3,NR,PL	47242930 	50630835 	41937463 b	44086369 	48637419 	52558113 	55822067 	58370311 	43014993 	52036260 	59762123 	62210685 
A,PER,DOM,UNK,N1-3,NR,PT	13546352 	14346515 	14733797 	15781021 	16241852 	17334510 	18361301 	20473419 	12475913 	15179338 	19542476 	20264808 
A,PER,DOM,UNK,N1-3,NR,RO	19599109 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PER,DOM,UNK,N1-3,NR,RS	: 	: 	: 	: 	: 	: 	1036691 	: 	: 	: 	: 	: 
A,PER,DOM,UNK,N1-3,NR,SE	: 	: 	30735810 	35077922 	34348522 	38512940 	38537468 	39246444 	60553200 	61539130 	68436433 	: 
A,PER,DOM,UNK,N1-3,NR,SI	2994580 	2861056 	2693222 	2189284 	2436374 	2534409 	3062823 	2296720 	1686870 	4602513 	3863576 	4950067 
A,PER,DOM,UNK,N1-3,NR,SK	3918960 	5525240 b	5798469 	7043087 	8691208 	9037490 	10078824 	11230593 	6361716 	6612906 	10251291 	10565502 
A,PER,DOM,UNK,N1-3,NR,UK	120588222 	118641820 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PER,DOM,UNK,N_GE1,NR,AL	: 	: 	: 	: 	: 	11101423 	: 	15334273 	11541583 	: 	: 	: 
A,PER,DOM,UNK,N_GE1,NR,AT	33244872 	34730046 	32989548 	32288527 	35276382 	33592561 	36871483 	36529074 	33672372 	32329610 	39689927 	40980838 
A,PER,DOM,UNK,N_GE1,NR,BE	10614008 	10831847 	8797211 	10461465 	11604368 	9997927 b	14236855 	12928346 	12641695 	: 	: 	: 
A,PER,DOM,UNK,N_GE1,NR,BG	11472056 	14301552 	12048640 	9832474 	11552339 	17290218 	15973684 	14712915 	9752533 	11303151 	12571608 	14484914 
A,PER,DOM,UNK,N_GE1,NR,CH	23911932 	25592239 	25526220 	21121674 	23931399 	25863227 	24675508 	24782295 	31992985 	28744685 	26925910 	: 
A,PER,DOM,UNK,N_GE1,NR,CY	4283424 	4563297 	4437376 	3333188 	3787129 	3694277 	3656731 	3904521 	4591599 	4836451 	4477555 	4300147 
A,PER,DOM,UNK,N_GE1,NR,CZ	93177462 	88930596 	96055502 	85637316 	96211550 	99195815 	91882234 	99277536 	85210328 	89236713 	90378401 	76124623 
A,PER,DOM,UNK,N_GE1,NR,DE	486135358 	490555760 	483592143 	527892524 	504730126 	472740247 	509077240 	501958967 	412423731 	438683569 	464147151 	468773331 
A,PER,DOM,UNK,N_GE1,NR,DK	48635464 	50354608 b	57100818 	62389853 	48579506 	44287633 	34451615 	: 	: 	: 	: 	: 
A,PER,DOM,UNK,N_GE1,NR,EL	45245827 	47954682 	53211514 	48659889 	46438077 	53577702 	59630041 	53650650 	52729069 	55269640 	58818125 	56439834 
A,PER,DOM,UNK,N_GE1,NR,ES	511456481 	531720065 	502160855 	462052629 b	488971575 	500025543 	487511443 	494909068 	344157276 	429429337 	475380512 	490552060 
A,PER,DOM,UNK,N_GE1,NR,FI	73470314 	75620319 	71829401 	72498493 	73357735 	73236617 	71872242 	74499558 	83454024 	97494818 	84637155 	72657294 
A,PER,DOM,UNK,N_GE1,NR,FR	967732011 	972826876 	969343508 	872330385 	851734199 	845729827 	851207442 	806698668 	729790951 	820029760 	841826286 	849669401 
A,PER,DOM,UNK,N_GE1,NR,HR	26059625 	26843640 	24557091 	22162682 	16792297 	17361804 	16083858 	19006872 	14804922 	18163973 	18665486 	20016037 
A,PER,DOM,UNK,N_GE1,NR,HU	44102860 	37426211 	38471996 	37550588 	36044441 	35586530 	36916455 	36922969 	25308203 	26761832 	30532901 	32249097 
A,PER,DOM,UNK,N_GE1,NR,IE	17214765 	17041754 	17991241 	17251733 	17901733 	18362480 	20601794 	21371654 	17276918 	13187911 	24751413 	22336278 
A,PER,DOM,UNK,N_GE1,NR,IT	269361020 	238427403 	202908804 b	190390468 	218250118 	225136603 	238172594 	223193035 	158674061 	192853610 	209548725 	188274510 
A,PER,DOM,UNK,N_GE1,NR,LT	6168173 	6394134 	6302944 	6467404 	6229493 	6318709 	6552880 	6650587 	5423413 	6721601 	7163541 	7939852 
A,PER,DOM,UNK,N_GE1,NR,LU	114612 	108013 	65628 	86336 	97873 u	147377 	132033 	84969 	396498 	588084 	750828 	671430 
A,PER,DOM,UNK,N_GE1,NR,LV	7678334 	6918787 	8213632 	6375065 	7098048 	6838911 	5418530 	5605045 	3952210 	6448194 	7015213 	6852693 
A,PER,DOM,UNK,N_GE1,NR,ME	: 	: 	: 	: 	3881703 	3672678 	: 	: 	: 	: 	: 	: 
A,PER,DOM,UNK,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	741301 	695063 	734656 	: 	: 
A,PER,DOM,UNK,N_GE1,NR,MT	583761 	456801 	499094 b	551343 	806567 	694915 	632655 	601840 	1042809 	1054303 	974768 	1053246 
A,PER,DOM,UNK,N_GE1,NR,NL	106035696 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PER,DOM,UNK,N_GE1,NR,NO	: 	37166298 	44991829 	39720165 	41842344 	43610224 	52798928 	: 	: 	74949618 	68891366 	66170505 
A,PER,DOM,UNK,N_GE1,NR,PL	180907884 	183494834 	172801458 b	181259811 	197637995 	207862902 	218403492 	226868674 	178397475 	213551517 	233517183 	228993132 
A,PER,DOM,UNK,N_GE1,NR,PT	45267559 	56017699 	46816092 	48840077 	48182192 	52986444 	53178455 	59745535 	52591285 	58761568 	58679815 	59533259 
A,PER,DOM,UNK,N_GE1,NR,RO	58910475 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PER,DOM,UNK,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	4237050 	: 	: 	: 	: 	: 
A,PER,DOM,UNK,N_GE1,NR,SE	: 	: 	80264929 	95387692 	94268876 	115232254 	104618559 	108050745 	143337522 	154890733 	174035512 	: 
A,PER,DOM,UNK,N_GE1,NR,SI	5358753 	5144431 	4717245 	4303713 	4834375 	4700358 	5134463 	4470999 	3923500 	8584796 	6928053 	8053981 
A,PER,DOM,UNK,N_GE1,NR,SK	16404408 	14057444 b	15264601 	18311661 	21245629 	21333741 	24481806 	28575570 	15806699 	15907280 	22667443 	24955645 
A,PER,DOM,UNK,N_GE1,NR,UK	289985777 	279794442 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PER,DOM,UNK,N_GE4,NR,AL	: 	: 	: 	: 	: 	7302424 	: 	10948657 	8831555 	: 	: 	: 
A,PER,DOM,UNK,N_GE4,NR,AT	21630813 	22353669 	19686674 	19758988 	21574717 	20203827 	22853271 	21339243 	21439337 	19421513 	21655980 	23188760 
A,PER,DOM,UNK,N_GE4,NR,BE	7713838 	7683518 	6107451 	6339055 	8400779 	5817411 b	9711409 	7703080 	8418360 	: 	: 	: 
A,PER,DOM,UNK,N_GE4,NR,BG	7629947 	10455001 	7976733 	6799905 	8188223 	11556451 	10952035 	9841010 	7143946 	7492256 	8415377 	10000135 
A,PER,DOM,UNK,N_GE4,NR,CH	17044943 	17848641 	18558527 	14267733 	17037677 	18811002 	18404550 	17698487 	24626518 	20753486 	19122089 	: 
A,PER,DOM,UNK,N_GE4,NR,CY	2460350 	3025529 	2830300 	1475359 	1883518 	1744309 	1550120 	1680373 	2171147 	2002530 	2048468 	2055058 
A,PER,DOM,UNK,N_GE4,NR,CZ	56977164 	55491568 	58977422 	54165640 	61973674 	60503719 	56180788 	63694005 	60211507 	61250454 	56737180 	50461596 
A,PER,DOM,UNK,N_GE4,NR,DE	318520067 	314610697 	321755759 	349880710 	336074122 	313742167 	343423283 	331979228 	303382096 	303140111 	327135619 	307990183 
A,PER,DOM,UNK,N_GE4,NR,DK	21706809 	20813435 b	27045500 	32089977 	21764373 	21966541 	22173044 	: 	: 	: 	: 	: 
A,PER,DOM,UNK,N_GE4,NR,EL	39750202 	45031406 	49629753 	45416282 	43377775 	50307532 	56127119 	50715956 	50099128 	52484549 	55105145 	52883341 
A,PER,DOM,UNK,N_GE4,NR,ES	345235825 	368292135 	341631775 	301281585 b	320518629 	322786394 	309688684 	321117080 	253055774 	296311212 	317324090 	326694972 
A,PER,DOM,UNK,N_GE4,NR,FI	34280922 	36615268 	34867827 	34442709 	35510858 	34027406 	34778716 	36877281 	55293757 	60571050 	51776690 	43999589 
A,PER,DOM,UNK,N_GE4,NR,FR	782870751 	790872686 	784852185 	709123796 	690845235 	666610524 	679042072 	631604924 	587397684 	631476519 	632024706 	638594002 
A,PER,DOM,UNK,N_GE4,NR,HR	20241647 	21112516 	19229294 	18518156 	14191696 	14880060 	13277767 	15696086 	12302788 	15136303 	15796177 	16559722 
A,PER,DOM,UNK,N_GE4,NR,HU	23797129 	20968436 	20577188 	18977418 	18044868 	17424939 	19349480 	19261859 	14518154 	14563415 	14594023 	16670275 
A,PER,DOM,UNK,N_GE4,NR,IE	8309130 	8290169 	8503676 	7734977 	7908595 	7999524 	8674681 	9014576 	9194256 	7231423 	10461902 	8852736 
A,PER,DOM,UNK,N_GE4,NR,IT	227205490 	205099407 	166579585 b	155813090 	174189324 	184071686 	190573060 	181975489 	133990805 	168466594 	173797847 	156763992 
A,PER,DOM,UNK,N_GE4,NR,LT	2884756 	3273121 	2906691 	3064406 	3067782 	3090804 	3189235 	3155117 	2402423 	2693317 	2433409 	2746353 
A,PER,DOM,UNK,N_GE4,NR,LU	: u	: u	: u	: u	: u	108749 u	88915 u	: u	225387 	420056 	582118 	454293 
A,PER,DOM,UNK,N_GE4,NR,LV	2936620 	2689402 	4097721 	2507047 	2986626 	2945279 	1837001 	2265823 	2358854 	3120444 	3173669 	2896670 
A,PER,DOM,UNK,N_GE4,NR,ME	: 	: 	: 	: 	2791836 	2494445 	: 	: 	: 	: 	: 	: 
A,PER,DOM,UNK,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	568682 	390613 	485549 	: 	: 
A,PER,DOM,UNK,N_GE4,NR,MT	253075 u	135227 u	160072 b	191059 	298597 	279421 	228279 	220763 	444323 	437983 	376531 	359241 
A,PER,DOM,UNK,N_GE4,NR,NL	72708836 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PER,DOM,UNK,N_GE4,NR,NO	: 	23681549 	28064714 	24031999 	25971753 	27032040 	28569293 	: 	: 	48214260 	42314811 	40335827 
A,PER,DOM,UNK,N_GE4,NR,PL	133664955 	132863998 	130863995 b	137173442 	149000576 	155304789 	162581425 	168498362 	135382482 	161515257 	173755060 	166782447 
A,PER,DOM,UNK,N_GE4,NR,PT	31721207 	41671184 	32082295 	33059057 	31940341 	35651934 	34817154 	39272117 	40115371 	43582230 	39137339 	39268450 
A,PER,DOM,UNK,N_GE4,NR,RO	39311366 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PER,DOM,UNK,N_GE4,NR,RS	: 	: 	: 	: 	: 	: 	3200359 	: 	: 	: 	: 	: 
A,PER,DOM,UNK,N_GE4,NR,SE	: 	: 	49529118 	60309769 	59920355 	76719314 	66081091 	68804301 	82784322 	93351603 	105599079 	: 
A,PER,DOM,UNK,N_GE4,NR,SI	2364172 	2283375 	2024023 	2114429 	2398000 	2165949 	2071641 	2174279 	2236630 	3982282 	3064476 	3103913 
A,PER,DOM,UNK,N_GE4,NR,SK	12485448 	8532204 b	9466132 	11268574 	12554421 	12296251 	14402982 	17344977 	9444983 	9294374 	12416152 	14390143 
A,PER,DOM,UNK,N_GE4,NR,UK	169397555 	161152622 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PER,EU27_2020_FOR,Q1,N1-3,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	423092 	588278 	1049864 
A,PER,EU27_2020_FOR,Q1,N1-3,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	291601 u	: u	236079 u	391590 u
A,PER,EU27_2020_FOR,Q1,N1-3,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	48748 u	84851 u
A,PER,EU27_2020_FOR,Q1,N1-3,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	256418 	797017 	973524 	1001770 
A,PER,EU27_2020_FOR,Q1,N1-3,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,PER,EU27_2020_FOR,Q1,N_GE1,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	7025727 	9348721 	8866345 
A,PER,EU27_2020_FOR,Q1,N_GE1,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	2461751 	2466335 	3310688 	3218199 
A,PER,EU27_2020_FOR,Q1,N_GE1,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	150312 u	153289 u	234847 u	371438 
A,PER,EU27_2020_FOR,Q1,N_GE1,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	3862825 	11436044 	13441312 	13110772 
A,PER,EU27_2020_FOR,Q1,N_GE1,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	416404 u	722235 	1080333 	1851223 
A,PER,EU27_2020_FOR,Q1,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	6602635 	8760443 	7816481 
A,PER,EU27_2020_FOR,Q1,N_GE4,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	2170151 u	2312790 	3074609 	2826610 
A,PER,EU27_2020_FOR,Q1,N_GE4,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	186099 u	286587 u
A,PER,EU27_2020_FOR,Q1,N_GE4,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	3606407 	10639027 	12467787 	12109002 
A,PER,EU27_2020_FOR,Q1,N_GE4,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	406080 u	708107 	1030178 	1753975 
A,PER,EU27_2020_FOR,Q2,N1-3,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	533174 	1423070 	1507179 
A,PER,EU27_2020_FOR,Q2,N1-3,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	373333 u	431550 u	574888 u	488019 
A,PER,EU27_2020_FOR,Q2,N1-3,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	48663 u	46359 u	135876 	199551 
A,PER,EU27_2020_FOR,Q2,N1-3,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	1309352 	876206 	1500059 	1836008 
A,PER,EU27_2020_FOR,Q2,N1-3,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	50600 u	: u
A,PER,EU27_2020_FOR,Q2,N_GE1,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	7820176 	15992368 	17949446 
A,PER,EU27_2020_FOR,Q2,N_GE1,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	3578774 	3340866 	6348561 	5498853 
A,PER,EU27_2020_FOR,Q2,N_GE1,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	224316 u	369959 	711246 	852490 
A,PER,EU27_2020_FOR,Q2,N_GE1,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	22941973 	13554586 	23637323 	22766831 
A,PER,EU27_2020_FOR,Q2,N_GE1,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	373173 u	759016 	624759 	296592 u
A,PER,EU27_2020_FOR,Q2,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	7287002 	14569298 	16442267 
A,PER,EU27_2020_FOR,Q2,N_GE4,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	3205441 	2909317 	5773673 	5010834 
A,PER,EU27_2020_FOR,Q2,N_GE4,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	175653 u	323600 u	575369 	652940 
A,PER,EU27_2020_FOR,Q2,N_GE4,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	21632620 	12678379 	22137264 	20930823 
A,PER,EU27_2020_FOR,Q2,N_GE4,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	362120 u	747168 	574160 	284470 u
A,PER,EU27_2020_FOR,Q3,N1-3,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	853658 	1928684 	2290642 
A,PER,EU27_2020_FOR,Q3,N1-3,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	400800 u	616336 u	696952 	858991 
A,PER,EU27_2020_FOR,Q3,N1-3,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	88829 	51919 u	152958 	223782 
A,PER,EU27_2020_FOR,Q3,N1-3,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	457664 	1201191 	2674219 	2997409 
A,PER,EU27_2020_FOR,Q3,N1-3,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	76856 u	76986 u	143888 u	139124 
A,PER,EU27_2020_FOR,Q3,N_GE1,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	14354016 	21553024 	24045338 
A,PER,EU27_2020_FOR,Q3,N_GE1,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	5106526 	5370977 	7054154 	8044834 
A,PER,EU27_2020_FOR,Q3,N_GE1,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	580512 	434563 	983484 	1202822 
A,PER,EU27_2020_FOR,Q3,N_GE1,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	11873842 	22915655 	44131123 	43158592 
A,PER,EU27_2020_FOR,Q3,N_GE1,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	1021680 	2355583 	3230324 	3388490 
A,PER,EU27_2020_FOR,Q3,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	13500358 	19624340 	21754696 
A,PER,EU27_2020_FOR,Q3,N_GE4,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	4705726 	4754640 	6357201 	7185843 
A,PER,EU27_2020_FOR,Q3,N_GE4,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	491684 u	382644 u	830526 	979039 
A,PER,EU27_2020_FOR,Q3,N_GE4,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	11416178 	21714464 	41456903 	40161182 
A,PER,EU27_2020_FOR,Q3,N_GE4,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	944824 	2278596 	3086437 	3249367 
A,PER,EU27_2020_FOR,Q4,N1-3,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	1656099 	2800562 	2743033 
A,PER,EU27_2020_FOR,Q4,N1-3,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	553275 	541627 	1100005 	1235912 
A,PER,EU27_2020_FOR,Q4,N1-3,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	120228 	111549 	358901 	356500 
A,PER,EU27_2020_FOR,Q4,N1-3,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	579978 	2395192 	5396673 	5688254 
A,PER,EU27_2020_FOR,Q4,N1-3,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	54358 u	131940 u	279026 
A,PER,EU27_2020_FOR,Q4,N_GE1,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	25570055 	31718472 	32094464 
A,PER,EU27_2020_FOR,Q4,N_GE1,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	4652823 	5515603 	10622002 	12291546 
A,PER,EU27_2020_FOR,Q4,N_GE1,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	706379 	869777 	1815620 	2191530 
A,PER,EU27_2020_FOR,Q4,N_GE1,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	9661886 	46210507 	73716060 	81306592 
A,PER,EU27_2020_FOR,Q4,N_GE1,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	710644 	1808761 	3502871 	4891724 
A,PER,EU27_2020_FOR,Q4,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	23913955 	28917910 	29351432 
A,PER,EU27_2020_FOR,Q4,N_GE4,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	4099548 	4973976 	9521997 	11055633 
A,PER,EU27_2020_FOR,Q4,N_GE4,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	586152 	758228 	1456719 	1835030 
A,PER,EU27_2020_FOR,Q4,N_GE4,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	9081908 	43815315 	68319387 	75618337 
A,PER,EU27_2020_FOR,Q4,N_GE4,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	699287 	1754403 	3370931 	4612698 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	47376 	: 	: 	: 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	2545139 	4206213 	9377286 	10722263 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	2857707 	3466023 	6740594 	7590718 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	82386 u	: u	261172 	454055 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	3145562 	2684010 	5884704 	: 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	190967 	150593 u	570478 	738316 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	1348981 	1098025 	3138707 	3988423 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	14813982 	18916333 	31338973 	33867921 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	1619008 	1743059 	2607924 	2974512 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	280140 	231909 	696483 	864684 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	64245 u	110360 u	232280 	224605 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	2339469 	2966533 	6494565 	7214176 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	1569511 	974016 	3150172 	4339510 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	4616454 	4848033 	11692437 	14897128 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	198405 	245186 	727348 	1096543 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	1947902 	1726010 	3571340 	3957852 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	609435 	303940 u	1944192 	2551325 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	1300319 	1213428 	3169627 	3351421 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	230129 	319176 	472350 	594706 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	843076 	1064589 	1642639 	1865131 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	323660 	291390 	841396 	1005938 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	44265 u	: 	: 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	110754 	143129 	298068 	380081 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	2603412 	5269606 	10544476 	11523442 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1031539 	4128093 	3817432 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	1908840 	2206426 	4067357 	4416175 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	292607 	342447 	1110333 	1622609 
A,PER,EU27_2020_FOR,TOTAL,N1-3,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	109590 u	157320 u	376583 	527519 
