head,relation,tail
1230,IN_YEAR,2015
1231,IN_YEAR,2015
1232,IN_YEAR,2015
1233,IN_YEAR,2015
1234,IN_YEAR,2015
1235,IN_YEAR,2015
1236,IN_YEAR,2015
1237,IN_YEAR,2015
1238,IN_YEAR,2015
1239,IN_YEAR,2015
1240,IN_YEAR,2015
1241,IN_YEAR,2015
1242,IN_YEAR,2015
1243,IN_YEAR,2015
1244,IN_YEAR,2015
1245,IN_YEAR,2015
1246,IN_YEAR,2015
1247,IN_YEAR,2015
1248,IN_YEAR,2015
1249,IN_YEAR,2015
1250,IN_YEAR,2015
1251,IN_YEAR,2015
1252,IN_YEAR,2015
1253,IN_YEAR,2015
1254,IN_YEAR,2015
1255,IN_YEAR,2015
1256,IN_YEAR,2015
1257,IN_YEAR,2015
1258,IN_YEAR,2015
1259,IN_YEAR,2015
1260,IN_YEAR,2015
1261,IN_YEAR,2015
1262,IN_YEAR,2015
1263,IN_YEAR,2015
1264,IN_YEAR,2015
